Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,7,80,0,36
Travel Agency,Online,No,51,12,0,53
Travel Agency,Online,No,81,57,0,36
Travel Agency,Online,No,18,22,0,36
Travel Agency,Online,No,38,16,0,36
Travel Agency,Online,No,84,58,0,36
Travel Agency,Online,No,36,21,0,24
Travel Agency,Online,No,38,10,0,32
Travel Agency,Online,No,128,60,0,36
Travel Agency,Online,No,42,10,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,37,43,0,36
Travel Agency,Online,No,5,10,0,36
Travel Agency,Online,No,17,19,0,36
Travel Agency,Online,No,128,27,0,36
Travel Agency,Online,No,47,46,0,36
Travel Agency,Online,No,56,42,0,36
Travel Agency,Online,No,37,14,0,36
Travel Agency,Online,No,43,53,0,36
Travel Agency,Online,No,25,10,0,39
Travel Agency,Online,No,5,10,0,35
Travel Agency,Online,No,79,73,0,36
Travel Agency,Online,No,43,66,0,36
Travel Agency,Online,No,8,10,0,24
Travel Agency,Online,No,28,10,0,54
Travel Agency,Online,No,234,42,0,36
Travel Agency,Online,No,10,80,0,36
Travel Agency,Online,No,74,77,0,36
Travel Agency,Online,No,11,10,0,33
Travel Agency,Online,No,6,14,0,36
Travel Agency,Online,No,49,20,0,36
Travel Agency,Online,No,75,11,0,36
Travel Agency,Online,No,78,37,0,36
Travel Agency,Online,No,38,69,0,20
Travel Agency,Online,No,16,11,0,36
Travel Agency,Online,No,92,20,0,73
Travel Agency,Online,No,2,32,0,36
Travel Agency,Online,No,7,20,0,52
Travel Agency,Online,No,3,20,0,27
Travel Agency,Online,No,6,22,0,36
Travel Agency,Online,No,14,20,0,36
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,65,20,0,36
Airlines,Online,No,74,256,102.4,118
Travel Agency,Online,No,35,109,41.42,48
Travel Agency,Online,No,35,38,14.44,48
Travel Agency,Online,Yes,8,86,32.68,48
Airlines,Online,No,6,15,6,42
Airlines,Online,No,7,23,9.2,46
Airlines,Online,No,57,23,9.2,22
Travel Agency,Online,No,366,323.4,210.21,42
Travel Agency,Online,No,6,25,16.25,36
Travel Agency,Online,No,9,25,16.25,44
Travel Agency,Online,No,44,58.5,38.02,34
Travel Agency,Online,No,2,26.5,17.23,29
Travel Agency,Online,No,81,37.5,24.38,30
Airlines,Online,No,1,1.8,0.5,48
Airlines,Online,No,102,10.42,2.92,48
Airlines,Online,No,19,30,10.5,49
Airlines,Online,No,166,40,14,26
Airlines,Online,No,10,18,6.3,41
Airlines,Online,No,23,22,7.7,39
Airlines,Online,No,8,18,6.3,72
Airlines,Online,No,15,22,7.7,29
Airlines,Online,No,30,26,9.1,48
Airlines,Online,No,30,40,14,57
Airlines,Online,No,29,96,33.6,47
Travel Agency,Online,No,11,86,32.68,22
Airlines,Online,No,31,29,10.15,118
Airlines,Online,No,16,3.22,1.13,48
Airlines,Online,No,24,21,5.25,64
Airlines,Online,Yes,11,20,5,52
Airlines,Online,No,31,46.8,11.7,58
Airlines,Online,No,32,40,10,61
Airlines,Online,No,43,19.2,4.8,59
Airlines,Online,No,95,16,4,33
Airlines,Online,No,8,39,9.75,29
Airlines,Online,No,52,88.5,22.13,28
Airlines,Online,No,14,57,14.25,31
Airlines,Online,No,52,33.5,8.38,31
Airlines,Online,No,78,124.2,31.05,32
Airlines,Online,No,7,82.8,20.7,32
Airlines,Online,No,17,40.2,10.05,32
Airlines,Online,No,405,216,54,57
Airlines,Online,No,365,161,40.25,46
Airlines,Online,No,366,161,40.25,36
Airlines,Online,No,364,333,83.25,35
Travel Agency,Online,No,12,69.3,41.58,31
Travel Agency,Online,No,13,49.5,29.7,31
Travel Agency,Online,No,7,19.8,11.88,44
Travel Agency,Online,No,15,19.8,11.88,42
Travel Agency,Online,No,47,19.8,11.88,37
Travel Agency,Online,No,10,79.2,47.52,40
Travel Agency,Online,No,33,69.3,41.58,44
Travel Agency,Online,No,8,39.6,23.76,48
Travel Agency,Online,No,149,0,65.34,70
Travel Agency,Online,No,69,108.9,65.34,37
Travel Agency,Online,No,167,128.7,77.22,31
Travel Agency,Online,No,189,128.7,77.22,37
Travel Agency,Online,No,5,39.6,23.76,31
Travel Agency,Online,No,39,39.6,23.76,43
Travel Agency,Online,No,11,29.7,17.82,38
Travel Agency,Online,No,43,39.6,23.76,26
Travel Agency,Online,No,31,59.4,35.64,31
Travel Agency,Online,No,21,0,35.64,30
Travel Agency,Online,No,19,79.2,47.52,38
Travel Agency,Online,No,9,39.6,23.76,46
Travel Agency,Online,No,34,69.3,41.58,31
Travel Agency,Online,No,8,29.7,17.82,26
Travel Agency,Online,No,22,69.3,41.58,30
Travel Agency,Online,No,25,39.6,23.76,49
Travel Agency,Online,No,20,20,0,36
Travel Agency,Online,No,45,112,0,43
Travel Agency,Online,No,288,20,0,36
Travel Agency,Online,No,32,32,0,30
Travel Agency,Online,No,76,20,0,36
Travel Agency,Online,No,12,42,0,36
Travel Agency,Online,No,29,23,0,36
Travel Agency,Online,No,101,61,0,36
Travel Agency,Online,No,27,40,0,36
Travel Agency,Online,No,10,34,0,36
Travel Agency,Online,No,63,112,0,29
Travel Agency,Online,No,18,21,0,36
Travel Agency,Online,No,155,85,0,52
Travel Agency,Online,No,14,39,0,36
Travel Agency,Online,No,118,28,0,36
Travel Agency,Online,No,22,46,0,36
Travel Agency,Online,No,62,44,0,36
Travel Agency,Online,No,28,20,0,36
Travel Agency,Online,No,91,112,0,59
Travel Agency,Online,No,74,112,0,36
Travel Agency,Online,No,80,112,0,63
Travel Agency,Online,No,20,29,0,36
Travel Agency,Online,No,25,71,0,36
Travel Agency,Online,No,17,24,0,36
Travel Agency,Online,No,13,21,0,49
Travel Agency,Online,No,18,29,0,36
Travel Agency,Online,No,13,51,0,36
Travel Agency,Online,No,3,10,0,30
Travel Agency,Online,No,10,28,0,36
Travel Agency,Online,No,234,34,0,36
Travel Agency,Online,No,17,57,0,36
Travel Agency,Online,No,10,23,0,36
Travel Agency,Online,No,37,10,0,36
Travel Agency,Online,No,56,73,0,36
Travel Agency,Online,No,1,80,0,36
Travel Agency,Online,No,35,31,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,2,11,0,36
Travel Agency,Online,No,41,23,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,9,18,0,36
Travel Agency,Online,No,8,14,0,36
Travel Agency,Online,No,78,71,0,36
Travel Agency,Online,No,14,0,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,17,59,0,38
Travel Agency,Online,No,41,0,0,36
Travel Agency,Online,No,17,40,0,32
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,15,12,0,54
Travel Agency,Online,No,2,19,0,36
Travel Agency,Online,No,6,35,0,23
Travel Agency,Online,No,36,10,0,42
Travel Agency,Online,No,27,12,0,36
Travel Agency,Online,No,128,19,0,36
Travel Agency,Online,No,36,80,0,36
Travel Agency,Online,No,60,45,0,21
Travel Agency,Online,No,6,15,0,36
Travel Agency,Online,No,14,32,0,36
Travel Agency,Online,No,15,10,0,27
Travel Agency,Online,No,80,34,0,36
Travel Agency,Online,No,12,28,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,1,20,0,19
Travel Agency,Online,No,3,20,0,32
Travel Agency,Online,No,2,82,0,36
Travel Agency,Online,No,103,23,0,57
Travel Agency,Online,No,29,20,0,36
Travel Agency,Online,No,20,20,0,40
Travel Agency,Online,No,7,20,0,36
Airlines,Online,No,67,200,80,118
Airlines,Online,No,48,100,40,118
Airlines,Online,No,7,15,6,24
Travel Agency,Online,Yes,364,256.2,166.53,28
Travel Agency,Online,No,372,256.2,166.53,28
Travel Agency,Online,No,3,25,16.25,22
Airlines,Online,No,196,3.99,1.12,48
Airlines,Online,No,54,35,12.25,23
Airlines,Online,No,27,35,12.25,58
Airlines,Online,No,29,26,9.1,38
Airlines,Online,No,123,40,14,28
Airlines,Online,No,7,18,6.3,65
Airlines,Online,No,36,18,6.3,48
Airlines,Online,No,17,35,12.25,31
Airlines,Online,No,12,26,9.1,48
Airlines,Online,No,6,22,7.7,42
Airlines,Online,No,21,30,10.5,60
Airlines,Online,No,132,50,17.5,35
Airlines,Online,No,55,69,24.15,25
Travel Agency,Offline,No,29,29,9.57,80
Travel Agency,Offline,No,29,29,9.57,53
Travel Agency,Offline,No,29,29,9.57,57
Airlines,Online,No,9,20,5,47
Airlines,Online,No,7,16,4,42
Airlines,Online,No,12,33.5,8.38,36
Airlines,Online,Yes,3,19.2,4.8,41
Airlines,Online,No,67,40,10,32
Airlines,Online,No,15,33.5,8.38,24
Airlines,Online,No,19,27,6.75,51
Airlines,Online,No,28,27,6.75,57
Airlines,Online,No,13,62,15.5,42
Airlines,Online,No,13,62,15.5,43
Airlines,Online,No,133,257.4,64.35,66
Airlines,Online,No,21,52.8,13.2,34
Airlines,Online,No,76,97.2,24.3,34
Airlines,Online,No,378,0,48.3,37
Airlines,Online,No,372,161,40.25,59
Airlines,Online,No,368,216,54,66
Airlines,Online,No,371,161,40.25,43
Airlines,Online,No,368,216,54,61
Airlines,Online,Yes,398,193.2,48.3,59
Airlines,Online,Yes,374,193.2,48.3,31
Airlines,Online,No,365,161,40.25,44
Airlines,Online,No,365,216,54,32
Airlines,Online,No,366,193.2,48.3,46
Airlines,Online,No,365,216,54,46
Airlines,Online,No,369,216,54,31
Airlines,Online,No,371,216,54,38
Travel Agency,Online,No,78,69.3,41.58,31
Travel Agency,Online,No,68,128.7,77.22,31
Travel Agency,Online,No,13,39.6,23.76,42
Travel Agency,Online,No,38,59.4,35.64,55
Travel Agency,Online,No,3,29.7,17.82,27
Travel Agency,Online,No,80,29.7,17.82,28
Travel Agency,Online,No,19,128.7,77.22,33
Travel Agency,Online,No,56,49.5,29.7,31
Travel Agency,Online,No,66,108.9,65.34,31
Travel Agency,Online,No,90,9.9,5.94,28
Travel Agency,Online,No,12,19.8,11.88,58
Travel Agency,Online,No,6,29.7,17.82,33
Travel Agency,Online,No,87,19.8,11.88,48
Travel Agency,Online,No,7,9.9,5.94,50
Travel Agency,Online,No,55,49.5,29.7,31
Travel Agency,Online,No,7,59.4,35.64,54
Travel Agency,Online,No,11,0,11.88,31
Travel Agency,Online,No,19,49.5,29.7,60
Travel Agency,Online,No,8,39.6,23.76,44
Travel Agency,Online,No,15,35,0,36
Travel Agency,Online,No,24,20,0,21
Travel Agency,Online,No,57,39,0,36
Travel Agency,Online,No,19,72,0,36
Travel Agency,Online,No,129,21,0,36
Travel Agency,Online,No,59,29,0,36
Travel Agency,Online,No,26,38,0,36
Travel Agency,Online,No,71,85,0,36
Travel Agency,Online,No,20,20,0,36
Travel Agency,Online,No,20,43,0,36
Travel Agency,Online,No,78,47,0,36
Travel Agency,Online,No,78,56,0,28
Travel Agency,Online,No,29,30,0,36
Travel Agency,Online,No,47,20,0,56
Travel Agency,Online,No,58,34,0,36
Travel Agency,Online,No,25,33,0,36
Travel Agency,Online,No,71,25,0,36
Travel Agency,Online,No,21,20,0,36
Travel Agency,Online,No,38,31,0,36
Travel Agency,Online,No,16,86,0,55
Travel Agency,Online,Yes,38,20,0,36
Travel Agency,Online,No,33,34,0,36
Travel Agency,Online,Yes,43,20,0,36
Travel Agency,Online,No,15,32,0,36
Travel Agency,Online,No,13,24,0,36
Travel Agency,Online,No,18,51,0,36
Travel Agency,Online,No,55,0,0,36
Travel Agency,Online,No,58,11,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,123,34,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,55,29,0,36
Travel Agency,Online,No,10,29,0,36
Travel Agency,Online,No,37,13,0,36
Travel Agency,Online,No,14,17,0,36
Travel Agency,Online,No,37,10,0,36
Travel Agency,Online,No,73,52,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,121,12,0,36
Travel Agency,Online,No,5,10,0,36
Travel Agency,Online,No,28,27,0,36
Travel Agency,Online,No,36,25,0,36
Travel Agency,Online,No,56,10,0,36
Travel Agency,Online,No,49,68,0,36
Travel Agency,Online,No,1,18,0,36
Travel Agency,Online,No,190,10,0,23
Travel Agency,Online,No,53,23,0,52
Travel Agency,Online,No,13,20,0,36
Travel Agency,Online,No,5,42,0,36
Travel Agency,Online,No,5,22,0,36
Travel Agency,Online,No,4,31,0,36
Travel Agency,Online,No,14,13,0,36
Travel Agency,Online,No,23,27,0,36
Travel Agency,Online,No,3,25,0,36
Travel Agency,Online,No,8,21,0,36
Travel Agency,Online,No,12,11,0,36
Travel Agency,Online,No,35,21,0,36
Travel Agency,Online,No,1,20,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,18,97,0,48
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,31,20,0,29
Travel Agency,Online,No,8,20,0,36
Airlines,Online,No,21,60,24,118
Airlines,Online,No,14,39,15.6,118
Travel Agency,Online,No,41,33,12.54,48
Travel Agency,Online,No,36,95,36.1,48
Travel Agency,Online,Yes,365,323.4,210.21,48
Travel Agency,Online,No,14,26.5,17.23,37
Travel Agency,Online,No,59,26.5,17.23,71
Travel Agency,Online,No,59,26.5,17.23,64
Travel Agency,Online,No,21,26.5,17.23,64
Travel Agency,Online,No,7,29,18.85,29
Airlines,Online,No,39,2.12,0.59,48
Airlines,Online,No,3,2.76,0.77,48
Airlines,Online,No,1,18,6.3,57
Airlines,Online,No,9,22,7.7,47
Airlines,Online,No,38,30,10.5,56
Airlines,Online,No,160,35,12.25,51
Airlines,Online,No,11,26,9.1,50
Airlines,Online,No,6,22,7.7,67
Airlines,Online,No,31,44,15.4,75
Airlines,Online,No,22,22,7.7,56
Airlines,Online,No,5,22,7.7,50
Airlines,Online,No,161,125,43.75,49
Airlines,Online,No,161,125,43.75,47
Airlines,Online,No,231,164,57.4,52
Travel Agency,Online,No,76,146,55.48,22
Airlines,Online,No,50,125.5,31.38,61
Airlines,Online,No,6,21,5.25,39
Airlines,Online,No,9,16,4,69
Airlines,Online,No,51,161,40.25,33
Airlines,Online,No,20,27,6.75,43
Airlines,Online,No,5,21,5.25,62
Airlines,Online,No,14,40,10,25
Airlines,Online,No,18,46.8,11.7,26
Airlines,Online,No,149,47.5,11.88,29
Airlines,Online,No,12,39,9.75,26
Airlines,Online,No,58,57,14.25,41
Airlines,Online,No,49,22.5,5.63,35
Airlines,Online,No,8,27,6.75,81
Airlines,Online,No,369,216,54,48
Airlines,Online,No,417,193.2,48.3,63
Airlines,Online,No,369,216,54,45
Airlines,Online,No,364,216,54,40
Airlines,Online,No,375,216,54,34
Airlines,Online,No,459,216,54,28
Airlines,Online,No,367,216,54,61
Travel Agency,Online,No,6,49.5,29.7,31
Travel Agency,Online,No,64,49.5,29.7,36
Travel Agency,Online,No,66,69.3,41.58,40
Travel Agency,Online,No,7,29.7,17.82,40
Travel Agency,Online,No,119,49.5,29.7,57
Travel Agency,Online,No,58,39.6,23.76,31
Travel Agency,Online,No,166,69.3,41.58,51
Travel Agency,Online,No,44,19.8,11.88,32
Travel Agency,Online,No,53,19.8,11.88,31
Travel Agency,Online,No,52,0,41.58,55
Travel Agency,Online,No,3,19.8,11.88,34
Travel Agency,Online,No,122,89.1,53.46,40
Travel Agency,Online,No,29,59.4,35.64,42
Travel Agency,Online,No,11,99,59.4,51
Travel Agency,Online,No,8,9.9,5.94,32
Travel Agency,Online,No,7,19.8,11.88,28
Travel Agency,Online,No,35,99,59.4,31
Travel Agency,Online,No,35,29.7,17.82,67
Travel Agency,Online,No,55,29.7,17.82,40
Travel Agency,Online,No,20,59.4,35.64,44
Travel Agency,Online,No,39,99,59.4,46
Travel Agency,Online,No,3,9.9,5.94,48
Travel Agency,Online,No,18,138.6,83.16,37
Travel Agency,Online,No,2,9.9,5.94,57
Travel Agency,Online,No,27,29.7,17.82,31
Travel Agency,Online,Yes,64,178.2,106.92,53
Travel Agency,Online,No,12,108.9,65.34,48
Travel Agency,Online,No,6,49.5,29.7,24
Travel Agency,Online,No,10,19.8,11.88,34
Travel Agency,Online,No,42,0,0,36
Travel Agency,Online,No,23,112,0,52
Travel Agency,Online,No,5,32,0,36
Travel Agency,Online,No,28,23,0,36
Travel Agency,Online,No,28,28,0,36
Travel Agency,Online,No,27,28,0,36
Travel Agency,Online,No,12,49,0,36
Travel Agency,Online,No,22,22,0,36
Travel Agency,Online,No,27,28,0,36
Travel Agency,Online,No,63,33,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,87,20,0,36
Travel Agency,Online,No,59,41,0,36
Travel Agency,Online,No,69,23,0,36
Travel Agency,Online,No,44,48,0,36
Travel Agency,Online,No,3,33,0,48
Travel Agency,Online,No,28,46,0,36
Travel Agency,Online,No,39,22,0,36
Travel Agency,Online,No,23,84,0,36
Travel Agency,Online,No,19,21,0,36
Travel Agency,Online,No,2,27,0,36
Travel Agency,Online,No,34,21,0,36
Travel Agency,Online,No,10,110,0,33
Travel Agency,Online,No,24,33,0,49
Travel Agency,Online,No,28,20,0,36
Travel Agency,Online,No,42,20,0,36
Travel Agency,Online,No,51,25,0,36
Travel Agency,Online,No,120,43,0,36
Travel Agency,Online,No,9,31,0,36
Travel Agency,Online,No,32,41,0,36
Travel Agency,Online,No,76,112,0,36
Travel Agency,Online,No,68,21,0,36
Travel Agency,Online,No,14,20,0,36
Travel Agency,Online,No,15,62,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,42,104,0,36
Travel Agency,Online,No,31,112,0,46
Travel Agency,Online,No,40,35,0,36
Travel Agency,Online,No,33,112,0,37
Travel Agency,Online,No,19,20,0,58
Travel Agency,Online,No,17,62,0,36
Travel Agency,Online,No,11,89,0,36
Travel Agency,Online,No,25,0,0,36
Travel Agency,Online,No,59,23,0,36
Travel Agency,Online,No,25,37,0,36
Travel Agency,Online,No,34,33,0,36
Travel Agency,Online,No,72,41,0,36
Travel Agency,Online,No,5,20,0,36
Travel Agency,Online,No,2,12,0,36
Travel Agency,Online,No,40,51,0,36
Travel Agency,Online,No,76,28,0,36
Travel Agency,Online,No,23,10,0,23
Travel Agency,Online,No,49,17,0,36
Travel Agency,Online,No,119,21,0,36
Travel Agency,Online,No,64,80,0,26
Travel Agency,Online,No,36,32,0,36
Travel Agency,Online,No,134,31,0,36
Travel Agency,Online,No,13,13,0,36
Travel Agency,Online,No,7,15,0,36
Travel Agency,Online,No,9,0,0,36
Travel Agency,Online,No,71,15,0,36
Travel Agency,Online,No,43,22,0,36
Travel Agency,Online,No,5,21,0,36
Travel Agency,Online,No,5,24,0,36
Travel Agency,Online,No,46,38,0,36
Travel Agency,Online,No,9,17,0,65
Travel Agency,Online,No,67,10,0,36
Travel Agency,Online,No,13,80,0,36
Travel Agency,Online,No,16,42,0,36
Travel Agency,Online,No,45,12,0,36
Travel Agency,Online,No,3,10,0,36
Travel Agency,Online,No,2,10,0,20
Travel Agency,Online,No,4,19,0,36
Travel Agency,Online,No,18,34,0,36
Travel Agency,Online,No,4,16,0,36
Travel Agency,Online,No,2,16,0,36
Travel Agency,Online,No,7,24,0,36
Travel Agency,Online,No,7,10,0,26
Travel Agency,Online,No,5,0,0,33
Travel Agency,Online,No,9,80,0,36
Travel Agency,Online,No,27,21,0,36
Travel Agency,Online,No,14,29,0,36
Travel Agency,Online,No,5,34,0,36
Travel Agency,Online,No,5,10,0,36
Travel Agency,Online,No,2,14,0,36
Travel Agency,Online,No,8,25,0,36
Travel Agency,Online,No,74,48,0,36
Travel Agency,Online,No,39,102,0,32
Travel Agency,Online,No,3,13,0,36
Travel Agency,Online,No,8,80,0,36
Travel Agency,Online,No,9,11,0,36
Travel Agency,Online,No,8,20,0,45
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,64,22,0,36
Travel Agency,Online,No,6,20,0,30
Travel Agency,Online,No,11,20,0,38
Travel Agency,Online,No,65,21,0,22
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,87,20,0,36
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,3,20,0,30
Travel Agency,Online,No,18,20,0,36
Travel Agency,Online,No,39,61,0,36
Airlines,Online,No,62,124,49.6,118
Airlines,Online,No,19,0,24,118
Airlines,Online,No,20,31,12.4,118
Travel Agency,Online,No,20,22,8.36,48
Travel Agency,Online,No,20,22,8.36,48
Travel Agency,Online,No,21,93,35.34,48
Airlines,Online,No,2,15,6,65
Airlines,Online,No,103,15,6,30
Travel Agency,Online,No,366,229.8,149.37,38
Airlines,Online,No,158,2.76,0.77,48
Airlines,Online,No,13,22,7.7,60
Airlines,Online,No,9,35,12.25,68
Airlines,Online,No,13,26,9.1,26
Airlines,Online,No,75,83,29.05,69
Airlines,Online,No,16,18,6.3,57
Airlines,Online,No,8,18,6.3,43
Airlines,Online,No,10,22,7.7,52
Airlines,Online,No,45,42,14.7,45
Airlines,Online,No,7,26,9.1,52
Airlines,Online,No,36,22,7.7,22
Airlines,Online,No,35,22,7.7,69
Airlines,Online,No,64,47,16.45,39
Airlines,Online,No,70,40,14,27
Airlines,Online,No,17,18,6.3,37
Airlines,Online,No,112,151,52.85,37
Airlines,Online,No,8,26,9.1,51
Airlines,Online,No,54,37,12.95,39
Airlines,Online,No,82,198,69.3,60
Airlines,Online,No,4,36,12.6,65
Travel Agency,Offline,No,91,29,9.57,71
Travel Agency,Offline,No,19,37,0,36
Travel Agency,Offline,No,162,68,0,118
Airlines,Online,No,7,29,10.15,118
Airlines,Online,No,24,53,13.25,40
Airlines,Online,No,11,27,6.75,49
Airlines,Online,No,5,16,4,27
Airlines,Online,No,4,16.2,4.05,44
Airlines,Online,No,5,16,4,31
Airlines,Online,No,31,33.5,8.38,22
Airlines,Online,No,22,33.5,8.38,44
Airlines,Online,No,18,0,6.63,34
Airlines,Online,Yes,35,16,4,34
Airlines,Online,No,6,19.2,4.8,50
Airlines,Online,No,6,21,5.25,32
Airlines,Online,No,6,19.2,4.8,70
Airlines,Online,No,6,19.2,4.8,68
Airlines,Online,No,14,20,5,53
Airlines,Online,No,6,19.2,4.8,30
Airlines,Online,No,6,16,4,29
Airlines,Online,Yes,2,27,6.75,22
Airlines,Online,No,10,47.5,11.88,45
Airlines,Online,No,48,57,14.25,41
Airlines,Online,No,65,95,23.75,40
Airlines,Online,No,40,78,19.5,43
Airlines,Online,Yes,57,88.5,22.13,34
Airlines,Online,No,10,29.5,7.38,46
Airlines,Online,No,19,46.8,11.7,70
Airlines,Online,No,372,216,54,33
Airlines,Online,No,403,216,54,25
Airlines,Online,No,365,193.2,48.3,64
Airlines,Online,No,365,333,83.25,56
Travel Agency,Online,No,46,128.7,77.22,31
Travel Agency,Online,No,18,59.4,35.64,39
Travel Agency,Online,No,2,19.8,11.88,36
Travel Agency,Online,No,19,39.6,23.76,35
Travel Agency,Online,No,5,29.7,17.82,27
Travel Agency,Online,No,5,0,29.7,46
Travel Agency,Online,No,8,29.7,17.82,34
Travel Agency,Online,No,32,49.5,29.7,47
Travel Agency,Online,No,21,19.8,11.88,23
Travel Agency,Online,Yes,8,49.5,29.7,38
Travel Agency,Online,No,5,29.7,17.82,50
Travel Agency,Online,No,51,49.5,29.7,31
Travel Agency,Online,No,1,9.9,5.94,46
Travel Agency,Online,No,5,29.7,17.82,58
Travel Agency,Online,No,26,29.7,17.82,28
Travel Agency,Online,No,10,0,29.7,41
Travel Agency,Online,No,60,19.8,11.88,40
Travel Agency,Online,No,8,0,35.64,39
Travel Agency,Online,No,21,29.7,17.82,50
Travel Agency,Online,No,51,39.6,23.76,43
Travel Agency,Online,No,39,79.2,47.52,46
Travel Agency,Online,No,236,89.1,53.46,31
Travel Agency,Online,No,26,29.7,17.82,31
Travel Agency,Online,No,42,19.8,11.88,32
Travel Agency,Online,No,7,39.6,23.76,36
Travel Agency,Online,No,235,19.8,11.88,51
Travel Agency,Online,No,54,59.4,35.64,42
Travel Agency,Online,No,248,89.1,53.46,51
Travel Agency,Online,No,38,89.1,53.46,41
Travel Agency,Online,No,16,33,0,36
Travel Agency,Online,No,21,25,0,36
Travel Agency,Online,No,7,20,0,36
Travel Agency,Online,No,10,27,0,36
Travel Agency,Online,No,17,26,0,36
Travel Agency,Online,No,25,67,0,36
Travel Agency,Online,No,36,21,0,36
Travel Agency,Online,No,36,21,0,36
Travel Agency,Online,No,133,43,0,36
Travel Agency,Online,No,25,31,0,36
Travel Agency,Online,No,26,26,0,36
Travel Agency,Online,No,18,112,0,36
Travel Agency,Online,No,14,20,0,29
Travel Agency,Online,No,41,20,0,36
Travel Agency,Online,No,19,21,0,36
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,33,28,0,36
Travel Agency,Online,No,56,20,0,36
